city,ota_hotel_id,master_id,name,name_en,address,url,rooms_number
Иркутск,north_star_hotel_9,10670964,Отель North Star,North Star Hotel,"улица Седова, 4, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid10670964/north_star_hotel_9,12
Иркутск,hotel_premium_hotel_pushkin,13310309,Премиум-отель Пушкин,Pushkin Premium Hotel,"ул. Сухэ-Батора, 18, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid13310309/hotel_premium_hotel_pushkin,46
Иркутск,apartamentyi_v_irkutske,9993445,Меблированные комнаты в Иркутске,Living Quarters v Irkutske,"переулок Алексеева, д.2А, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid9993445/apartamentyi_v_irkutske,
Иркутск,kheyvitsa_guest_house,11169967,Отель Гостевой Дом Хейвица,Gostevoj dom Kheyvitsa House,"улица Дзержинского, д. 44, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid11169967/kheyvitsa_guest_house,8
Иркутск,kupechesky_dvor_hotel,8059354,Отель Купеческий Дворъ,Kupecheskij Dvor Hotel,"улица Седова, д.10, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid8059354/kupechesky_dvor_hotel,14
Листвянка,dauria_hotel_2,7685971,Отель Даурия,Dauria Hotel,"улица Куликова, д.44, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid7685971/dauria_hotel_2,4
Иркутск,inn_business_hall,8735100,Отель Business Hall,Business Hall Hotel,"улица Свердлова, д.10, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid8735100/inn_business_hall,18
Листвянка,nebo_baykala_guest_house,10006764,Небо Байкала,Nebo Baykala,"улица Горького, д.133/2, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid10006764/nebo_baykala_guest_house,
Иркутск,gostevoj_dom_na_zvezdinskoj,6827039,Отель на Звездинской,Na Zvezdinskoj Hotel,"Улица Звездинская, д. 5/1, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid6827039/gostevoj_dom_na_zvezdinskoj,25
Большое Голоустное,miniotel_medveditsa,10019685,Меблированные комнаты Медведица,Medveditsa,"улица Кирова,д. 132а, Большое Голоустное",https://ostrovok.ru/hotel/russia/irkutsk/mid10019685/miniotel_medveditsa,
Иркутск,mihail_strogov,8469949,Отель Михаил Строгов,Mihail Strogov Hotel,"улица Депутатская, д. 36, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid8469949/mihail_strogov,20
Иркутск,atlas_hotel_3,7883850,Гостиница Атлас,Atlas Hotel,"проезд Атласова, д.9, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid7883850/atlas_hotel_3,29
Иркутск,minihotel_panda,6479321,Отель ДиаДэй,DiaDey Hotel,"улица Профсоюзная, д. 10/2, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid6479321/minihotel_panda,9
Хужир,kalina_house_olkhon_baikal_guest_house,10608446,Конкордия,Konkordiya,"улица Народная, д.15, поселок Хужир, Хужир",https://ostrovok.ru/hotel/russia/irkutsk/mid10608446/kalina_house_olkhon_baikal_guest_house,8
Листвянка,guest_house_baykaliya,13428580,Байкалия,Baykaliya,"Горная улица, 15, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid13428580/guest_house_baykaliya,
Листвянка,hotel_nataly_2,7776564,Отель Натали,Nataly Hotel,"улица Чапаева, д.91, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid7776564/hotel_nataly_2,12
Иркутск,arena_g_irkutsk,8491921,Отель Арена Иркутск,Arena Irkutsk Hotel,"ул. Желябова, 8А, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid8491921/arena_g_irkutsk,15
Иркутск,international_hotel_sayen,7384846,SAYEN,SAYEN Hotel,"ул. Карла Маркса, 13Б, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid7384846/international_hotel_sayen,25
Листвянка,parus_18,9996236,Курортный отель Парус,Parus Hotel,"улица Горького, д.93А, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid9996236/parus_18,17
Байкальск,hotel_kurshavel_,6456691,Отель Куршавель,Kurshavel Hotel,"микрорайон Южный, 1-й квартал, д.6, Байкальск",https://ostrovok.ru/hotel/russia/irkutsk/mid6456691/hotel_kurshavel_,15
Иркутск,hotel_aziyayevropa,13393268,Отель Азия-Европа,Hotel Aziya-Yevropa,"улица Ядринцева, 1/7, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid13393268/hotel_aziyayevropa,19
Листвянка,baikalskie_prostory,8476361,Байкальские просторы,Bajkalskie Prostoryi,"улица Чапаева, д. 41, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid8476361/baikalskie_prostory,8
Иркутск,hotel_soyuz_2,8662950,Жилое помещение Союз,Living Quarters Soyuz,"проезд Юрия Тена, д.12/4, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid8662950/hotel_soyuz_2,84
Иркутск,7_dorog,7029576,Гостиница 7 дорог,7 Dorog Gostinitsa,"улица Ядринцева, д. 88, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid7029576/7_dorog,19
Листвянка,baykal_guest_house_3,13308043,Меблированные комнаты Байкал,Baykal Lodging house,"улица Горная, д. 8А, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid13308043/baykal_guest_house_3,
Листвянка,alaniya,10003444,Алания,Alaniya,"улица Суворова, д.5В, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid10003444/alaniya,
Иркутск,solnechny_guest_house_7,13112614,Cолнечный,Solnechny,"село Пивовариха, поселок Солнечный, улица Лунная, д.19, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid13112614/solnechny_guest_house_7,
Иркутск,green_hotel_,6518006,Грин Отель,Green Hotel,"улица Лыткина, д. 32, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid6518006/green_hotel_,22
Хужир,hotel_barguzin,10012829,Меблированные комнаты Баргузин,Barguzin,"улица Ворошилова, д.23А, Хужир",https://ostrovok.ru/hotel/russia/irkutsk/mid10012829/hotel_barguzin,
Бурдугуз,burduguz_hotel_2,7829252,Парк-Отель Бурдугуз,Burduguz Hotel,"улица Лесная, д.1, Бурдугуз",https://ostrovok.ru/hotel/russia/irkutsk/mid7829252/burduguz_hotel_2,69
Иркутск,lotos_hotel,7744038,Отель Лотос,Lotos Hotel,"Байкальская улица, д.14 Б, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid7744038/lotos_hotel,23
Хужир,olkhon_house_guest_family_house,11278129,Olkhon Family House,Olkhon House Family,"улица Рабочая, д.2, Хужир",https://ostrovok.ru/hotel/russia/irkutsk/mid11278129/olkhon_house_guest_family_house,
Иркутск,irkutsk_city_lodge,7729360,Отель Иркутск Сити Лодж,Irkutsk City Lodge Hotel,"ул Байкальская, д. 124/3, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid7729360/irkutsk_city_lodge,4
Иркутск,aristokrat_hotel,8745188,Отель Аристократ,Aristokrat Hotel,"улица Ленина, д.9, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid8745188/aristokrat_hotel,12
Иркутск,evropa_hotel,7828771,Отель Европа,Evropa Hotel,"улица Байкальская, д.69, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid7828771/evropa_hotel,58
Хужир,gostevoy_dom_holiday_park_on_olkhon,10014649,Holiday park on Olkhon,Holiday Park On Olkhon,"улица Лесная 11/ 2, Хужир",https://ostrovok.ru/hotel/russia/irkutsk/mid10014649/gostevoy_dom_holiday_park_on_olkhon,
Иркутск,history_boutiquehotel,9741097,Отель History Boutique Hotel & SPA,History Boutique Hotel & SPA,"улица 3 Июля, д.26, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid9741097/history_boutiquehotel,40
Иркутск,baikal_forest_hotel,9825031,Отель Baikal Forest,Baikal Forest Hotel,"улица Советская, д.58/1, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid9825031/baikal_forest_hotel,156
Байкальск,hotel_kosmos_5,10212636,Отель Космос,Hotel Kosmos,"Гагарина микрорайон, 2а, Байкальск",https://ostrovok.ru/hotel/russia/irkutsk/mid10212636/hotel_kosmos_5,16
Иркутск,hotel_rodina_grand_hotel_spa_irkutsk_5,11200427,Отель RODINA Grand Hotel & SPA Irkutsk 5*,Hotel Rodina Grand Hotel & Spa Irkutsk 5*,"ул. Николая Гаврилова, стр. 2, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid11200427/hotel_rodina_grand_hotel_spa_irkutsk_5,79
Хужир,baikal_view_hotel,7681558,Baikal View Hotel,Baikal View Hotel,"улица Российская, д. 17, Хужир",https://ostrovok.ru/hotel/russia/irkutsk/mid7681558/baikal_view_hotel,99
Жигалово,lenatour,8752255,Отель  Ленатур,Lenatur Hotel,"улица Советская, д.26, Жигалово",https://ostrovok.ru/hotel/russia/irkutsk/mid8752255/lenatour,8
Хужир,hotel_dacha_baikaleco,10010618,Семейный отель Дача БайкалЭко,Dacha BaikalEco Family Hotel,"улица Лесная, д. 32, Хужир",https://ostrovok.ru/hotel/russia/irkutsk/mid10010618/hotel_dacha_baikaleco,10
Иркутск,armat_hotel,8755884,Отель Armat,Armat Hotel,"улица Ширямова, д.33, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid8755884/armat_hotel,40
Иркутск,alpari,7776573,Гостиница Альпари,Alpari,"микрорайон Приморский, д.24 А, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid7776573/alpari,10
Хужир,baykal_khan_hotel_olkhon,6848973,Отель Байкал-Хан Ольхон,Bajkal-Han Olhon Hotel,"улица Ворошилова, д. 18, Хужир",https://ostrovok.ru/hotel/russia/irkutsk/mid6848973/baykal_khan_hotel_olkhon,40
Листвянка,krestovaya_pad_hotel,7784565,Гостиница Крестовая падь,Krestovaya pad hotel,"ул. Горная, 14-А, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid7784565/krestovaya_pad_hotel,27
Братск,klubnyij_kvartal_apartments,9081992,Клубный Квартал,Klubnyij Kvartal,"бульвар Победы, д.30, Братск",https://ostrovok.ru/hotel/russia/irkutsk/mid9081992/klubnyij_kvartal_apartments,67
Хужир,miniotel_gostinitsa_nerpenok,10125589,Нерпенок,Nerpenok,"улица Матросова, 10, Хужир",https://ostrovok.ru/hotel/russia/irkutsk/mid10125589/miniotel_gostinitsa_nerpenok,
Большое Голоустное,wind_lake_guest_house,13437748,Wind Lake,Wind Lake,"2-я Рейдовая улица, д.12, Большое Голоустное",https://ostrovok.ru/hotel/russia/irkutsk/mid13437748/wind_lake_guest_house,
Листвянка,baykal_khan_listvyanka,10360512,Отель Ларч,Larch Hotel,"ул. Гудина, 22А, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid10360512/baykal_khan_listvyanka,18
Усть-Кут,flagman_hotel_4,9081483,Отель Флагман,Flagman Hotel,"Россия, Иркутская область, Усть-Кут, ул. Калинина, д. 8, Усть-Кут",https://ostrovok.ru/hotel/russia/irkutsk/mid9081483/flagman_hotel_4,13
Иркутск,amurskiy,9079548,Отель Амурский,Amurskij Hotel,"улица Ленина, д.34, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid9079548/amurskiy,17
Черемхово,shelest,8664834,Shelest,Shelest,"улица Марата, д. 109, Черемхово",https://ostrovok.ru/hotel/russia/irkutsk/mid8664834/shelest,
Иркутск,dom_baykal_guest_house,10151922,Меблированные комнаты Дом Байкал,Dom Baikal,"улица Лапина, д. 14, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid10151922/dom_baykal_guest_house,15
Ангарск,meridian_7,6297237,Отель Меридиан,Meridian hotel,"26 квартал, дом 10, Ангарск",https://ostrovok.ru/hotel/russia/irkutsk/mid6297237/meridian_7,33
Ангарск,hotel_pushkin_2,6932873,Отель ПушкинЪ,Pushkin`Hotel,"улица Мира, д. 18, Ангарск",https://ostrovok.ru/hotel/russia/irkutsk/mid6932873/hotel_pushkin_2,23
Иркутск,vesta_hotel_3,10669982,Отель Веста,Vesta Hotel,"улица Сурнова, д.30/1, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid10669982/vesta_hotel_3,27
Листвянка,gostinitsa_undina,9079103,Отель Ундина,Undina Hotel,"Ulitsa Kulikova,6, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid9079103/gostinitsa_undina,30
Иркутск,bajkal_severnoe_more_hotel,8526970,Отель Байкал - Северное Море,Bajkal - Severnoe More Hotel,"Улица Дальневосточная, д.156, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid8526970/bajkal_severnoe_more_hotel,119
Братск,tri_kita_2,9824733,Отель Три Кита,Tri Kita Hotel,"Депутатская улица, д. 3а, Братск",https://ostrovok.ru/hotel/russia/irkutsk/mid9824733/tri_kita_2,10
Листвянка,miniotel_serdtse_baykala,11310800,Сердце Байкала,Serdtse Baykala,"улица Островского, 39, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid11310800/miniotel_serdtse_baykala,
Иркутск,hotel_gostinitsa_dinamo,10295894,Отель Динамо,Dinamo Hotel,"улица Баррикад, д.42, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid10295894/hotel_gostinitsa_dinamo,39
Хужир,bolshoe_puteshestvie_hotel,9252749,Ольхон,Ol'khon,"Байкальская улица, д.64/1, Хужир",https://ostrovok.ru/hotel/russia/irkutsk/mid9252749/bolshoe_puteshestvie_hotel,
Ангарск,hotel_angara,6715745,Отель Ангара-Приоритет,Angara-Prioritet Hotel,"Квартал Б, д.13, Ангарск",https://ostrovok.ru/hotel/russia/irkutsk/mid6715745/hotel_angara,31
Нижнеудинск,uda_2,8752619,Отель УДА,UDA Hotel,"улица Ленина, д.1, Нижнеудинск",https://ostrovok.ru/hotel/russia/irkutsk/mid8752619/uda_2,45
Иркутск,royal_hotel_33,6362904,Отель Рояль,Royal Hotel,"улица Декабрьских событий, д. 31, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid6362904/royal_hotel_33,27
Хужир,gostevoy_dom_forest_home,13345410,Forest Home,Forest Home,"улица Мира, 14, Хужир",https://ostrovok.ru/hotel/russia/irkutsk/mid13345410/gostevoy_dom_forest_home,
Иркутск,mini_hotel_vizit,13384141,Гостиница Визит,Hotel Vizit,"ул Софьи Перовской, стр. 30, помещ. 4, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid13384141/mini_hotel_vizit,8
Бугульдейка,bajkalkemp,8742801,Байкал-кэмп,Baikal-Camp,"Россия, Иркутская область,  Бугульдейка, ул. Пушкина, д. 15, Бугульдейка",https://ostrovok.ru/hotel/russia/irkutsk/mid8742801/bajkalkemp,
Листвянка,domik_na_kholme_guest_house,13329776,Меблированные комнаты Домик на холме,Domik Na Kholme,"улица Суворова, д.19, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid13329776/domik_na_kholme_guest_house,
Братск,bely_bereg,10844916,Отель Белый берег,Bely Bereg Hotel,"ул. Курчатова 65, Братск, Братск",https://ostrovok.ru/hotel/russia/irkutsk/mid10844916/bely_bereg,5
Хужир,gostevoj_dom_otdyih_na_bajkale,10014826,Отель Отдых на Байкале,Otdyih Na Bajkale Hotel,"улица Горького, 3А, Хужир",https://ostrovok.ru/hotel/russia/irkutsk/mid10014826/gostevoj_dom_otdyih_na_bajkale,11
Хужир,lakeplace_baikal_guest_house,10151941,Мебелированные комнаты Lake Place Baikal,Lake Place Baikal Living Quarters,"Иркутская область, о. Ольхон, улица Ворошилова, 19б, Хужир",https://ostrovok.ru/hotel/russia/irkutsk/mid10151941/lakeplace_baikal_guest_house,
Листвянка,bajkalskie_sezonyi,9992857,Отель Парк Байкальские сезоны,Park Baykalskie Sezony Hotel,"Иркутская Область, м.р-н Иркутский, г.п. Листвянское, п Ангарские Хутора, ул Прибрежная, зд. 5а, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid9992857/bajkalskie_sezonyi,22
Листвянка,pribaikalskaya_hotel,10457093,Гостиница Прибайкальская,Pribajkalskaya Hotel,"62 км. Байкальского Тракта, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid10457093/pribaikalskaya_hotel,87
Листвянка,gostevoy_dom_briz_3,10622187,Меблированные комнаты БРИЗ,Briz,"улица Гудина,71, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid10622187/gostevoy_dom_briz_3,16
Сарма,recreation_complex_altan,7613629,Парк-Отель Алтан,Park Hotel Altan,"тер. база отдыха Алтан, стр. 1, Сарма",https://ostrovok.ru/hotel/russia/irkutsk/mid7613629/recreation_complex_altan,21
Иркутск,smart_hotel_kdo_irkutsk_hotel,10153381,Отель Smart Hotel KDO Иркутск,Smart Hotel KDO Irkutsk Hotel,"улица Челнокова, д.1, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid10153381/smart_hotel_kdo_irkutsk_hotel,7
Братск,vostochnaia,8682955,Гостиница Восточная,Gostinica Vostochnaya,"улица Железнодорожная, 1, Братск",https://ostrovok.ru/hotel/russia/irkutsk/mid8682955/vostochnaia,26
Иркутск,u_istoka_hotel,7675302,Гостиница У Истока,U Istoka hotel,"Ржанова ул., д. 43, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid7675302/u_istoka_hotel,24
Листвянка,dream_of_baikal_hotel,6374723,Отель Dream of Baikal,Dream Of Baikal Hotel,"улица Горького, д.105, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid6374723/dream_of_baikal_hotel,19
Листвянка,hotel_sozvezdie_baikala,8666978,Отель Созвездие Байкала,Sozvezdie Bajkala Hotel,"Улица Партизанская, д.14, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid8666978/hotel_sozvezdie_baikala,22
Нижнеудинск,oktyabrskaya_minihotel,8751925,Октябрьская,Oktyabr'skaya,"улица Октябрьская, д.1 Б, Нижнеудинск",https://ostrovok.ru/hotel/russia/irkutsk/mid8751925/oktyabrskaya_minihotel,
Хужир,zvezda_kochevnika,6761987,Звезда Кочевника,Звезда Кочевника,"ул. Пляжная, 20, Хужир",https://ostrovok.ru/hotel/russia/irkutsk/mid6761987/zvezda_kochevnika,
Листвянка,private_house_uedinenny_dom_na_beregu_zhivopisnoy_zavodi,13380749,Байкал 51,Baikal 51,"Иркутский муниципальный округ, Байкальский тракт, 51-й километр, 3, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid13380749/private_house_uedinenny_dom_na_beregu_zhivopisnoy_zavodi,
Никола,hotel_anastasiya_2,13164685,Отель ГК Анастасия,Anastasiya GK Hotel,"улица Ангарская, 8/2, Никола",https://ostrovok.ru/hotel/russia/irkutsk/mid13164685/hotel_anastasiya_2,26
Братск,guest_house_vremena_goda,6511529,Времена Года,Vremena Goda,"Улица Подбельского 12, Братск",https://ostrovok.ru/hotel/russia/irkutsk/mid6511529/guest_house_vremena_goda,24
Ангарск,hotel_olimpiada,10440808,Олимпиада,Olimpiada,"ул. Чайковского, д.48, Ангарск",https://ostrovok.ru/hotel/russia/irkutsk/mid10440808/hotel_olimpiada,29
Хужир,artrezidentsiya_port_olhon,10004854,Арт-отель Порт Ольхон,Port Olkhon Art Hotel,"ул. Байкальская, 2, Хужир",https://ostrovok.ru/hotel/russia/irkutsk/mid10004854/artrezidentsiya_port_olhon,65
Иркутск,modul,8585836,Гостиница Комфорт,Komfort Hotel,"улица Трилиссера, д.57 помещ.1, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid8585836/modul,12
Утулик,hotel_shishki,13113638,Меблированные комнаты Шишки,Shishki,"п. Утулик, ул. Ленская, д.17, Утулик",https://ostrovok.ru/hotel/russia/irkutsk/mid13113638/hotel_shishki,
Большое Голоустное,v_russkom_stile_guest_house,13288615,Меблированные комнаты в Русском Стиле,V Russkom Stile Living quarters,"улица Кирова, д.2Б, Большое Голоустное",https://ostrovok.ru/hotel/russia/irkutsk/mid13288615/v_russkom_stile_guest_house,
Иркутск,the_hotel_on_volzhskaya,11311377,Гостиница на Волжской,The hotel on Volzhskaya,"ул. Волжская, д. 14А, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid11311377/the_hotel_on_volzhskaya,30
Иркутск,yupiter,9987415,Юпитер,Jupiter,"Россия, Иркутская область, Иркутск, ул. Шевцова, д. 35, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid9987415/yupiter,23
Иркутск,vitim,9291159,Витим,Vitim,"Россия, Иркутская область, Иркутск, ул. Терешковой, д. 2а, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid9291159/vitim,
Хужир,eko_baikalwood_hotel,8737003,Отель BaikalWood Hotel & Spa,BaikalWood Hotel & Spa Hotel,"улица Светлая, д.5, Хужир",https://ostrovok.ru/hotel/russia/irkutsk/mid8737003/eko_baikalwood_hotel,44
Иркутск,hotel_yubileinaya__2,6433819,Гостиница Юбилейная,Gostinitsa Yubilejnaya,"микрорайон Юбилейный, д. 118, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid6433819/hotel_yubileinaya__2,23
Иркутск,riderside,8754956,Гостиница Riverside,Riverside Hotel,"улица Байкальская, д.234 В/7, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid8754956/riderside,8
Мангутай,hotelclub_ice,9679208,Отель Сибирская резиденция Лёд Байкала,Siberian Residence Ice of Baikal Hotel,"Слюдянский район, пос.Мангутай, ул. Байкальская, 1В, Мангутай",https://ostrovok.ru/hotel/russia/irkutsk/mid9679208/hotelclub_ice,
Куркут,gostevoy_dom_mandarkhan_obaykal,11306441,"Мандархан, о.Байкал","Mandarkhan, O.baykal","Иркутская область, Ольхонский район, Шара-Тоготское муниципальное  образование, д. Куркут, территория местность Мандархан, Куркут",https://ostrovok.ru/hotel/russia/irkutsk/mid11306441/gostevoy_dom_mandarkhan_obaykal,
Бурдугуз,glemping_hygge_barn,11337901,Hygge Barn,Hygge Barn,"Нижняя набережная 5, Бурдугуз",https://ostrovok.ru/hotel/russia/irkutsk/mid11337901/glemping_hygge_barn,
Шелехов,katantsa_hotel,13328659,Отель Катанца,Katantsa Hotel,"Центральный проспект, д.7, Шелехов",https://ostrovok.ru/hotel/russia/irkutsk/mid13328659/katantsa_hotel,19
Байкальск,gostevoy_dom_chilla_villa_baikal,10373429,Гостевой дом Chilla_villa_baikal,Gostevoy Dom Chilla_villa_baikal,"1-я Байкальская улица, 26, Байкальск",https://ostrovok.ru/hotel/russia/irkutsk/mid10373429/gostevoy_dom_chilla_villa_baikal,
Железногорск-Илимский,magnetit,8825582,Отель Магнетит,Gostinitsa Magnetit,"Квартал, 2, д. 72, Железногорск-Илимский",https://ostrovok.ru/hotel/russia/irkutsk/mid8825582/magnetit,55
Листвянка,less_guest_house,11308288,Меблированные комнаты Less,Less Living quarters,"улица Куликова, д. 102а, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid11308288/less_guest_house,
Саянск,praskovya_guest_house,9999816,Отель Прасковья,Praskovya Hotel,"микрорайон Юбилейный, д.13, Саянск",https://ostrovok.ru/hotel/russia/irkutsk/mid9999816/praskovya_guest_house,12
Куркут,recreation_centre_baikal_rainbow,6341048,База отдыха Байкальская Радуга,Bajkalskaya Raduga Hotel,"Mestnost Kamyshi-2, Куркут",https://ostrovok.ru/hotel/russia/irkutsk/mid6341048/recreation_centre_baikal_rainbow,31
Никола,flagman_hotel,7725500,Отель Флагман,Flagman Hotel,"поселок Никола, улица Нагорная, д.41, Никола",https://ostrovok.ru/hotel/russia/irkutsk/mid7725500/flagman_hotel,10
